Id,PredictedPrice
1947,237998.68
1948,189647.99
1949,235617.76
1950,161386.35
1951,248398.27
1952,217879.17
1953,156083.39
1954,249820.42
1955,139786.93
1956,308054.92
1957,209211.15
1958,253943.03
1959,198223.02
1960,123852.69
1961,88148.95
1962,132958.72
1963,132958.72
1964,169518.37
1965,158273.21
1966,167112.1
1967,196234.41
1968,267362.78
1969,263972.39
1970,298098.33
1971,302643.73
1972,280880.64
1973,226670.64
1974,253077.24
1975,321366.21
1976,223388.47
1977,287384.18
1978,291821.35
1979,254881.59
1980,200877.92
1981,247738.82
1982,198172.33
1983,198172.33
1984,232494.5
1985,210401.62
1986,223496.69
1987,187782.85
1988,192570.04
1989,214755.91
1990,215631.81
1991,199903.91
1992,233370.4
1993,181639.44
1994,251995.0
1995,207288.47
1996,266595.1
1997,235761.43
1998,270032.92
1999,230674.92
2000,271367.06
2001,238467.03
2002,195801.51
2003,256809.63
2004,231422.37
2005,183031.11
2006,173507.42
2007,204675.86
2008,184752.58
2009,212158.54
2010,208587.16
2011,121806.55
2012,150780.42
2013,202743.07
2014,210426.96
2015,207937.81
2016,210102.29
2017,216595.72
2018,101135.81
2019,88148.95
2020,90962.77
2021,88148.95
2022,179784.4
2023,174707.99
2024,291063.79
2025,302210.83
2026,215586.25
2027,186391.17
2028,203583.52
2029,196249.65
2030,230206.57
2031,195826.63
2032,179711.4
2033,221440.44
2034,180557.2
2035,222223.35
2036,200253.93
2037,202526.62
2038,315502.14
2039,188142.74
2040,350808.44
2041,236247.11
2042,224712.5
2043,151548.1
2044,158627.98
2045,172435.29
2046,172976.41
2047,128758.22
2048,94750.6
2049,128300.21
2050,151052.31
2051,132294.15
2052,115204.9
2053,115637.79
2054,120605.98
2055,186927.17
2056,139338.8
2057,106763.44
2058,215848.26
2059,121914.77
2060,208778.26
2061,164554.94
2062,114122.66
2063,118008.61
2064,122904.02
2065,125367.82
2066,218744.96
2067,191606.13
2068,166601.31
2069,144513.32
2070,120074.97
2071,95281.61
2072,150052.95
2073,111215.85
2074,140219.83
2075,111633.51
2076,117359.26
2077,134159.29
2078,105789.43
2079,167879.78
2080,129047.43
2081,105041.97
2082,136092.32
2083,170089.59
2084,111839.85
2085,115529.57
2086,117261.15
2087,137823.67
2088,169739.57
2089,95281.61
2090,127892.43
2091,197533.1
2092,232154.59
2093,210864.61
2094,133701.05
2095,180433.74
2096,119848.41
2097,111525.29
2098,156871.05
2099,94513.94
2100,141060.5
2101,173192.86
2102,151568.09
2103,132618.82
2104,251438.65
2105,164894.85
2106,140086.26
2107,239219.47
2108,129047.43
2109,140843.82
2110,146255.01
2111,178747.49
2112,213117.32
2113,125594.38
2114,137838.9
2115,179180.39
2116,125259.6
2117,187035.39
2118,198172.33
2119,104274.3
2120,126243.72
2121,119523.74
2122,145497.45
2123,137911.67
2124,214534.34
2125,202954.39
2126,182824.77
2127,183917.12
2128,168775.67
2129,133582.72
2130,136550.33
2131,210205.39
2132,194492.72
2133,135107.96
2134,158788.98
2135,132608.71
2136,170477.15
2137,108711.47
2138,110984.17
2139,113256.87
2140,102001.6
2141,106547.0
2142,110767.72
2143,144415.21
2144,118018.72
2145,98538.44
2146,179036.71
2147,211277.52
2148,172243.95
2149,92477.9
2150,189957.43
2151,139328.69
2152,186838.93
2153,157953.29
2154,116060.58
2155,135566.2
2156,305241.1
2157,204582.88
2158,238791.7
2159,249062.85
2160,175362.46
2161,199805.79
2162,271341.71
2163,219734.21
2164,188550.52
2165,230747.69
2166,101785.15
2167,178485.71
2168,220275.32
2169,207396.69
2170,225902.96
2171,121698.32
2172,114679.01
2173,221548.66
2174,262482.6
2175,239322.71
2176,218312.06
2177,252536.12
2178,219517.76
2179,142240.62
2180,251851.32
2181,181407.75
2182,194286.38
2183,172316.95
2184,112823.97
2185,106438.77
2186,120198.43
2187,115529.57
2188,149527.07
2189,416583.38
2190,177609.81
2191,177609.81
2192,107402.68
2193,140101.49
2194,93369.04
2195,123203.35
2196,124945.04
2197,138055.35
2198,207046.68
2199,212075.66
2200,164977.73
2201,131438.46
2202,188658.75
2203,140214.7
2204,206850.45
2205,143343.08
2206,140627.38
2207,173021.74
2208,262482.6
2209,234019.74
2210,134242.17
2211,122012.89
2212,112607.53
2213,96600.52
2214,177448.81
2215,121255.32
2216,208690.25
2217,101883.26
2218,169847.8
2219,136081.98
2220,91735.57
2221,231288.8
2222,231072.36
2223,275315.89
2224,225578.29
2225,206880.92
2226,207814.35
2227,215379.91
2228,191364.34
2229,221249.34
2230,184669.7
2231,203067.74
2232,186818.94
2233,160953.46
2234,180866.63
2235,206299.22
2236,212035.08
2237,241162.51
2238,198388.78
2239,140735.6
2240,181614.09
2241,124512.14
2242,107196.34
2243,156742.84
2244,129480.33
2245,157391.95
2246,120183.19
2247,146791.38
2248,110865.84
2249,86092.7
2250,90854.55
2251,195811.62
2252,196775.53
2253,178392.72
2254,211942.09
2255,214106.57
2256,196682.54
2257,251975.01
2258,153486.02
2259,206314.46
2260,116720.03
2261,180531.85
2262,193430.47
2263,306076.79
2264,253726.58
2265,152340.89
2266,227392.75
2267,295825.4
2268,246017.35
2269,163983.72
2270,188673.98
2271,205108.76
2272,209571.28
2273,152403.78
2274,199362.79
2275,184969.03
2276,168312.68
2277,203835.42
2278,148537.82
2279,93560.14
2280,121471.77
2281,197631.21
2282,197631.21
2283,116410.59
2284,102135.17
2285,167112.1
2286,101568.7
2287,221558.77
2288,208355.47
2289,286173.5
2290,316053.37
2291,276670.02
2292,277948.49
2293,301211.48
2294,299180.57
2295,304355.09
2296,261508.58
2297,255880.95
2298,223630.26
2299,292697.25
2300,286724.72
2301,225361.84
2302,199697.57
2303,211277.52
2304,226444.08
2305,194960.84
2306,194960.84
2307,200336.8
2308,221115.77
2309,223604.92
2310,196224.3
2311,204990.43
2312,217307.95
2313,194842.74
2314,182814.66
2315,190405.56
2316,217569.73
2317,168529.12
2318,191379.58
2319,186184.83
2320,161169.91
2321,224903.6
2322,189947.32
2323,174038.43
2324,177310.48
2325,193652.27
2326,179474.96
2327,211519.31
2328,216605.83
2329,211509.2
2330,206530.9
2331,276778.25
2332,333812.18
2333,280133.18
2334,258813.1
2335,239008.15
2336,275371.34
2337,173182.75
2338,191905.46
2339,191039.67
2340,293615.59
2341,227944.35
2342,191472.56
2343,188009.4
2344,242569.42
2345,226660.53
2346,169827.81
2347,169503.14
2348,222548.02
2349,227264.54
2350,232071.72
2351,224362.48
2352,235293.08
2353,265090.08
2354,117276.39
2355,121930.01
2356,113040.42
2357,185844.93
2358,225578.29
2359,163153.16
2360,119307.29
2361,110782.96
2362,299495.13
2363,134783.29
2364,136731.32
2365,202068.38
2366,177501.59
2367,222306.23
2368,199254.57
2369,224269.49
2370,191054.9
2371,198847.02
2372,171992.28
2373,250253.31
2374,284235.58
2375,215739.8
2376,284235.58
2377,323170.79
2378,122904.02
2379,261626.92
2380,111741.74
2381,138380.02
2382,199264.68
2383,225444.72
2384,253175.35
2385,143312.98
2386,108495.02
2387,114447.33
2388,185401.92
2389,138787.57
2390,151016.86
2391,98971.33
2392,91395.67
2393,154892.93
2394,137793.57
2395,205901.78
2396,143343.08
2397,177015.91
2398,120822.42
2399,94632.27
2400,95065.17
2401,110000.05
2402,147012.58
2403,165941.86
2404,163550.83
2405,130356.23
2406,123852.69
2407,103733.18
2408,108603.25
2409,118451.61
2410,152985.11
2411,122337.56
2412,147347.36
2413,126243.72
2414,123120.47
2415,165941.86
2416,125151.38
2417,107196.34
2418,94750.6
2419,133396.6
2420,94750.6
2421,172888.17
2422,122554.0
2423,192121.91
2424,181654.3
2425,365058.75
2426,219482.3
2427,164245.51
2428,175790.23
2429,90746.32
2430,97672.65
2431,132211.27
2432,107196.34
2433,121265.43
2434,132644.16
2435,143667.75
2436,94750.6
2437,116060.58
2438,95941.07
2439,126450.06
2440,134901.63
2441,133159.94
2442,127207.63
2443,138571.12
2444,149609.95
2445,118126.94
2446,195285.74
2447,220383.55
2448,148022.05
2449,127975.3
2450,203593.63
2451,145198.12
2452,290605.55
2453,127315.85
2454,230412.9
2455,165184.06
2456,149944.73
2457,162901.49
2458,131561.92
2459,118225.05
2460,150717.53
2461,109803.82
2462,148970.72
2463,161189.89
2464,245718.02
2465,143559.53
2466,109154.48
2467,143682.99
2468,151970.88
2469,153938.9
2470,247847.27
2471,181571.42
2472,234158.07
2473,167338.66
2474,185628.48
2475,243573.53
2476,161298.12
2477,102759.16
2478,179696.16
2479,103408.51
2480,135412.65
2481,107196.34
2482,116493.47
2483,91720.34
2484,124610.26
2485,93343.69
2486,143451.3
2487,314719.46
2488,167049.21
2489,135226.3
2490,121914.77
2491,102650.94
2492,189740.98
2493,168420.9
2494,201429.15
2495,156969.17
2496,289611.54
2497,174202.09
2498,88148.95
2499,96698.63
2500,165272.3
2501,111968.29
2502,126903.18
2503,144513.55
2504,194296.49
2505,240513.17
2506,203701.85
2507,260209.9
2508,203701.85
2509,192338.35
2510,187360.06
2511,190380.22
2512,222872.69
2513,231314.15
2514,240218.37
2515,105248.31
2516,170167.71
2517,101785.15
2518,116951.71
2519,231314.15
2520,218327.3
2521,211509.2
2522,227959.21
2523,91395.67
2524,135953.77
2525,134222.18
2526,110782.96
2527,92802.58
2528,89772.31
2529,88148.95
2530,89339.41
2531,206082.77
2532,237699.35
2533,215729.93
2534,197316.65
2535,264657.18
2536,244192.78
2537,199181.57
2538,188349.31
2539,181722.31
2540,168962.02
2541,189972.67
2542,194842.74
2543,123852.69
2544,140302.7
2545,140853.93
2546,150151.07
2547,107629.23
2548,214451.46
2549,180990.09
2550,607922.79
2551,138571.12
2552,126450.06
2553,177609.81
2554,126440.18
2555,116168.8
2556,105671.1
2557,88148.95
2558,221805.55
2559,148537.82
2560,193410.48
2561,141384.94
2562,150052.95
2563,152758.55
2564,186627.84
2565,158824.21
2566,187045.5
2567,171667.61
2568,167059.32
2569,186061.37
2570,135649.08
2571,178928.72
2572,160855.11
2573,208571.92
2574,351540.66
2575,126135.5
2576,198290.66
2577,222857.46
2578,110865.84
2579,141915.95
2580,212586.31
2581,110767.72
2582,130887.24
2583,228799.66
2584,193518.71
2585,175671.89
2586,206540.78
2587,184979.14
2588,93993.04
2589,133592.83
2590,215379.91
2591,247341.38
2592,207814.35
2593,222198.01
2594,159221.88
2595,194925.61
2596,260942.12
2597,186386.05
2598,272212.86
2599,222424.56
2600,242682.4
2601,152881.78
2602,116410.59
2603,129913.22
2604,116410.59
2605,116410.59
2606,159556.43
2607,171775.84
2608,179613.28
2609,153206.68
2610,108701.36
2611,168667.44
2612,125717.84
2613,110865.84
2614,90638.1
2615,192869.36
2616,133376.38
2617,192708.36
2618,204484.53
2619,225346.61
2620,193652.27
2621,209452.95
2622,220816.44
2623,224073.27
2624,268002.01
2625,291496.68
2626,151537.99
2627,183237.45
2628,361801.93
2629,370047.16
2630,268336.79
2631,292687.14
2632,333565.63
2633,238431.57
2634,245058.57
2635,141817.84
2636,201670.94
2637,139761.59
2638,279473.73
2639,258324.76
2640,144395.22
2641,89231.19
2642,206505.56
2643,116410.59
2644,145955.69
2645,109700.72
2646,128738.0
2647,116410.59
2648,168627.24
2649,144749.99
2650,167112.1
2651,186184.83
2652,280890.75
2653,228042.09
2654,185422.14
2655,255098.04
2656,239441.04
2657,254906.93
2658,272439.19
2659,259245.99
2660,255891.06
2661,246873.03
2662,245574.34
2663,235751.32
2664,222306.23
2665,263312.93
2666,233236.83
2667,186184.83
2668,190080.89
2669,168529.12
2670,257514.41
2671,190080.89
2672,200553.25
2673,216462.15
2674,220466.43
2675,176527.57
2676,201552.61
2677,233045.73
2678,282375.79
2679,242461.2
2680,270382.93
2681,309678.28
2682,295717.41
2683,409863.4
2684,270609.49
2685,331529.37
2686,241162.51
2687,237256.35
2688,187792.96
2689,191246.01
2690,344702.57
2691,214323.02
2692,121821.78
2693,176537.68
2694,120631.32
2695,211076.3
2696,200145.7
2697,227418.09
2698,215946.37
2699,204232.86
2700,184644.36
2701,171466.4
2702,101568.7
2703,176114.9
2704,153614.23
2705,101135.81
2706,93019.02
2707,122662.23
2708,109051.38
2709,93343.69
2710,96482.18
2711,311384.51
2712,334451.41
2713,177753.26
2714,188880.32
2715,221455.68
2716,173404.32
2717,211942.09
2718,194719.28
2719,182046.99
2720,169394.91
2721,108386.8
2722,161874.69
2723,128181.64
2724,91828.56
2725,108386.8
2726,118126.94
2727,194394.61
2728,159267.21
2729,126160.84
2730,129706.88
2731,110865.84
2732,135432.63
2733,149728.28
2734,198310.65
2735,126243.72
2736,185240.92
2737,123852.69
2738,168539.23
2739,129490.44
2740,131644.8
2741,145847.46
2742,142817.2
2743,142910.19
2744,116287.14
2745,108278.58
2746,131644.8
2747,196594.31
2748,118559.84
2749,131320.13
2750,112514.54
2751,118225.05
2752,218898.51
2753,172336.94
2754,258498.54
2755,140219.83
2756,99718.79
2757,99935.24
2758,128387.98
2759,197641.32
2760,160792.45
2761,118668.06
2762,128856.33
2763,216905.15
2764,212241.42
2765,320336.99
2766,162838.6
2767,165488.75
2768,165508.97
2769,119100.95
2770,107737.46
2771,88148.95
2772,105572.98
2773,187163.83
2774,175160.87
2775,146058.78
2776,147888.48
2777,121275.54
2778,131211.91
2779,208257.36
2780,134242.17
2781,113896.1
2782,116060.58
2783,171471.15
2784,98538.44
2785,111885.42
2786,103712.96
2787,126150.74
2788,113463.21
2789,196903.97
2790,187999.29
2791,98538.44
2792,132943.49
2793,220280.08
2794,120399.64
2795,137931.89
2796,110865.84
2797,238245.46
2798,179784.4
2799,138581.23
2800,111190.51
2801,101135.81
2802,148537.82
2803,205010.65
2804,172130.61
2805,134242.17
2806,117683.93
2807,169060.13
2808,109793.71
2809,123636.24
2810,109252.59
2811,156020.5
2812,107196.34
2813,154165.69
2814,152217.66
2815,116926.37
2816,220604.75
2817,158690.64
2818,110216.49
2819,240503.06
2820,144332.33
2821,119100.95
2822,214534.34
2823,400566.26
2824,193853.49
2825,155680.59
2826,109036.14
2827,116539.04
2828,277644.04
2829,208778.26
2830,231638.82
2831,183670.34
2832,224805.49
2833,228598.45
2834,224387.83
2835,199697.57
2836,201336.16
2837,175239.0
2838,117276.39
2839,190838.46
2840,179243.28
2841,217894.4
2842,221141.11
2843,148444.83
2844,163767.28
2845,88148.95
2846,219301.31
2847,218543.74
2848,201021.37
2849,207298.58
2850,268218.46
2851,222449.91
2852,238456.92
2853,216605.83
2854,142240.62
2855,175455.44
2856,216595.72
2857,202959.52
2858,169611.36
2859,180433.74
2860,106635.23
2861,149826.4
2862,215188.81
2863,121471.77
2864,279040.84
2865,138571.12
2866,209978.83
2867,95941.07
2868,169827.81
2869,150944.09
2870,185412.03
2871,147672.03
2872,104362.3
2873,132412.48
2874,192879.47
2875,139663.47
2876,154706.58
2877,158061.51
2878,147372.71
2879,183572.23
2880,106124.21
2881,165977.09
2882,211962.08
2883,177954.7
2884,172362.29
2885,193141.25
2886,247650.81
2887,128181.64
2888,133711.16
2889,95281.61
2890,91926.68
2891,174383.32
2892,101450.37
2893,148193.16
2894,123852.69
2895,245357.9
2896,231072.36
2897,200888.03
2898,177197.13
2899,186386.05
2900,155975.16
2901,201124.47
2902,204773.98
2903,237143.0
2904,223939.7
2905,171388.27
2906,200986.15
2907,139354.04
2908,89231.19
2909,175898.45
2910,118647.84
2911,116410.59
2912,141827.95
2913,116410.59
2914,116410.59
2915,116410.59
2916,116410.59
2917,99197.89
2918,99620.67
2919,245058.57
